id,claim,model,repetition,label,explanation,confidence,valid_json,raw_text
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,0,sarcastic,"The claim is sarcastic because it describes an extremely dangerous and impossible action, making it an obvious exaggeration.",95,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it describes an extremely dangerous and impossible action, making it an obvious exaggeration.\"", \""confidence\"": 95}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,0,sarcastic,"The phrase is clearly derogatory and mocking, indicating the speaker does not hold the Browns in high regard for their quarterback play.",95,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is clearly derogatory and mocking, indicating the speaker does not hold the Browns in high regard for their quarterback play.\"", \""confidence\"": 95}"""
3,Mario didn't play as many games,llama-3.2-3b,0,sarcastic,The claim is sarcastic because it is a reversal of the typical statement that Mario played many games.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it is a reversal of the typical statement that Mario played many games.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,0,sarcastic,"The claim is sarcastic because it expresses surprise at a situation that is unlikely to occur, implying that Xbox Live is still a significant part of the gaming experience.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it expresses surprise at a situation that is unlikely to occur, implying that Xbox Live is still a significant part of the gaming experience.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,0,sarcastic,"The use of the word 'Synical' (likely a typo for 'Synical') is a strong indicator of sarcasm, as it is an obvious misspelling and the context suggests the opposite of what the intended word would convey.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' (likely a typo for 'Synical') is a strong indicator of sarcasm, as it is an obvious misspelling and the context suggests the opposite of what the intended word would convey.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,0,sarcastic,"The phrase 'no you are not ready' is a typical response to someone who is not at a certain level, implying that they are not capable or prepared. This is a common tone used in gaming to discourage or belittle players.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a typical response to someone who is not at a certain level, implying that they are not capable or prepared. This is a common tone used in gaming to discourage or belittle players.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,0,sarcastic,"The language used is overly casual and dismissive, with words like ""fkin"" and ""obvs"", which are often associated with sarcastic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used is overly casual and dismissive, with words like \\\""fkin\\\"" and \\\""obvs\\\"", which are often associated with sarcastic tone.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,0,literal,"The claim is literal because it provides a specific name, Joe Warren, without any obvious sarcastic tone.",90,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it provides a specific name, Joe Warren, without any obvious sarcastic tone.\"", \""confidence\"": 90}"""
14,There will be 1 more overlap between port and essenjection next week too,llama-3.2-3b,0,sarcastic,"The claim is sarcastic because it states that there will be 1 more overlap, which is unlikely, and implies that the previous overlap was not a coincidence.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it states that there will be 1 more overlap, which is unlikely, and implies that the previous overlap was not a coincidence.\"", \""confidence\"": 90}"""
16,It's a fake according to Aston Martin!,llama-3.2-3b,0,sarcastic,"The phrase is followed by !, which is often used to indicate strong emotions or emphasis, suggesting that the claim is meant to be ironic or humorous.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is followed by !, which is often used to indicate strong emotions or emphasis, suggesting that the claim is meant to be ironic or humorous.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,1,sarcastic,"The phrase is hyperbolic and unlikely to be true, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is hyperbolic and unlikely to be true, indicating sarcasm.\"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,1,sarcastic,The phrase 'don't know shit' is a colloquialism for 'know nothing' and is often used in a mocking or ironic manner to express disagreement or frustration.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is a colloquialism for 'know nothing' and is often used in a mocking or ironic manner to express disagreement or frustration.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,1,sarcastic,The claim is sarcastic because it downplays Mario's actual extensive gaming history.,95,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it downplays Mario's actual extensive gaming history.\"", \""confidence\"": 95}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,1,sarcastic,The claim is sarcastic because it downplays the significance of a major feature of Xbox Live by saying it didn,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it downplays the significance of a major feature of Xbox Live by saying it didn\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,1,sarcastic,"The word choice and phrase structure suggest sarcasm, as 'synical' is likely a misspelling of 'sycophantic' and the phrase 'there must be an election coming up' is ironic given the context of 'SF' likely standing for San Francisco, a city known for its liberal politics and frequent elections.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word choice and phrase structure suggest sarcasm, as 'synical' is likely a misspelling of 'sycophantic' and the phrase 'there must be an election coming up' is ironic given the context of 'SF' likely standing for San Francisco, a city known for its liberal politics and frequent elections.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,1,sarcastic,"The phrase 'no you are not ready' is a humorous way of saying the opposite, indicating that the speaker is being sarcastic.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a humorous way of saying the opposite, indicating that the speaker is being sarcastic.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,1,sarcastic,"The claim uses strong profanity and an obvious exaggeration to express a sarcastic tone, and the phrase 'obvs wrong' is a common abbreviation for 'obviously wrong', further indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong profanity and an obvious exaggeration to express a sarcastic tone, and the phrase 'obvs wrong' is a common abbreviation for 'obviously wrong', further indicating sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,1,literal,"The claim is literal because it provides a specific name, Joe Warren, without any indication of sarcasm or irony.",90,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it provides a specific name, Joe Warren, without any indication of sarcasm or irony.\"", \""confidence\"": 90}"""
14,There will be 1 more overlap between port and essenjection next week too,llama-3.2-3b,1,sarcastic,The claim is sarcastic because it says there will be '1 more overlap' which is a contradiction since there can only be one overlap.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it says there will be '1 more overlap' which is a contradiction since there can only be one overlap.\"", \""confidence\"": 90}"""
16,It's a fake according to Aston Martin!,llama-3.2-3b,1,sarcastic,"The claim is sarcastic because it uses a statement that is opposite of the truth, but in a humorous way, referencing a well-known car brand.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it uses a statement that is opposite of the truth, but in a humorous way, referencing a well-known car brand.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,2,sarcastic,"The claim is sarcastic because it describes a person inserting their finger into a trigger guard, which is a dangerous and unlikely action, and the phrase ",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it describes a person inserting their finger into a trigger guard, which is a dangerous and unlikely action, and the phrase \"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,2,sarcastic,"The phrase 'don't know shit' is a colloquialism and idiomatic expression that typically conveys strong disapproval or mockery, which is characteristic of sarcastic language.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is a colloquialism and idiomatic expression that typically conveys strong disapproval or mockery, which is characteristic of sarcastic language.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,2,literal,The claim states Mario didn,95,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim states Mario didn\"", \""confidence\"": 95}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,2,sarcastic,"The claim is sarcastic because it states that a past time existed when a modern technology (Xbox Live) did not exist, implying that this is an impossible or highly unlikely scenario.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it states that a past time existed when a modern technology (Xbox Live) did not exist, implying that this is an impossible or highly unlikely scenario.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,2,sarcastic,"The use of the word 'Synical' is likely a misspelling of 'Synical', which is not a word. The context of an election in San Francisco (SF) also suggests that the speaker is being sarcastic about the city government's plan.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' is likely a misspelling of 'Synical', which is not a word. The context of an election in San Francisco (SF) also suggests that the speaker is being sarcastic about the city government's plan.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,2,sarcastic,"The phrase 'no you are not ready' is an exaggerated and dismissive way of saying someone is not ready, which is a characteristic of sarcastic language.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is an exaggerated and dismissive way of saying someone is not ready, which is a characteristic of sarcastic language.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,2,sarcastic,The use of profanity and the phrase 'obvs wrong' indicate sarcasm.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,2,literal,"The claim states the title belongs to Joe Warren, which is a straightforward statement without any apparent sarcasm.",80,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim states the title belongs to Joe Warren, which is a straightforward statement without any apparent sarcasm.\"", \""confidence\"": 80}"""
14,There will be 1 more overlap between port and essenjection next week too,llama-3.2-3b,2,sarcastic,"The claim is sarcastic because it says there will be more overlap, implying that there was previously no overlap, which is unlikely.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it says there will be more overlap, implying that there was previously no overlap, which is unlikely.\"", \""confidence\"": 80}"""
16,It's a fake according to Aston Martin!,llama-3.2-3b,2,sarcastic,"The phrase is enclosed in quotation marks, indicating that the speaker is directly quoting someone else, and the word ""according to"" is often used to express skepticism or doubt in sarcastic tone.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is enclosed in quotation marks, indicating that the speaker is directly quoting someone else, and the word \\\""according to\\\"" is often used to express skepticism or doubt in sarcastic tone.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,3,sarcastic,"The phrase suggests a humorous and exaggerated account, as jamming a gun by inserting a finger into the trigger guard is highly improbable.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests a humorous and exaggerated account, as jamming a gun by inserting a finger into the trigger guard is highly improbable.\"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,3,sarcastic,"The phrase 'don’t know shit' is a common idiomatic expression used to express strong disagreement or contempt, typically in a humorous or ironic manner.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don\\u2019t know shit' is a common idiomatic expression used to express strong disagreement or contempt, typically in a humorous or ironic manner.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,3,sarcastic,"The claim is sarcastic because it implies that Mario, a well-known character, played a large number of games, which is unlikely.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that Mario, a well-known character, played a large number of games, which is unlikely.\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,3,sarcastic,The claim is sarcastic because it expresses a positive sentiment about a past time when Xbox Live didn,95,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it expresses a positive sentiment about a past time when Xbox Live didn\"", \""confidence\"": 95}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,3,sarcastic,"The use of the word ""Synical"" is likely meant to be mocking, and the phrase ""ploy for SF"" suggests a sarcastic tone.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word \\\""Synical\\\"" is likely meant to be mocking, and the phrase \\\""ploy for SF\\\"" suggests a sarcastic tone.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,3,sarcastic,"The language used, such as ""no you are not ready"", is typical of sarcastic language used to be dismissive or mocking.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used, such as \\\""no you are not ready\\\"", is typical of sarcastic language used to be dismissive or mocking.\"", \""confidence\"": 80}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,3,sarcastic,"The language used is informal and mocking, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used is informal and mocking, indicating sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,3,literal,The claim is literal because it states a fact about the title belonging to Joe Warren.,100,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it states a fact about the title belonging to Joe Warren.\"", \""confidence\"": 100}"""
14,There will be 1 more overlap between port and essenjection next week too,llama-3.2-3b,3,sarcastic,"The phrase 'next week too' is typically used to indicate that something will happen repeatedly, but in this context, it implies that there will be no overlap next week, making the statement likely sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'next week too' is typically used to indicate that something will happen repeatedly, but in this context, it implies that there will be no overlap next week, making the statement likely sarcastic.\"", \""confidence\"": 80}"""
16,It's a fake according to Aston Martin!,llama-3.2-3b,3,sarcastic,"The claim is sarcastic because Aston Martin is a real car manufacturer, so it would be unlikely for them to say that a car is fake.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because Aston Martin is a real car manufacturer, so it would be unlikely for them to say that a car is fake.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,4,sarcastic,"This claim is sarcastic because it describes a highly improbable and dangerous action, which is often used to express skepticism or frustration in a humorous way.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""This claim is sarcastic because it describes a highly improbable and dangerous action, which is often used to express skepticism or frustration in a humorous way.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,4,sarcastic,"The use of the phrase 'don't know shit' is an exaggeration and an idiomatic expression typically used to convey contempt or disdain, suggesting the statement is sarcastic.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the phrase 'don't know shit' is an exaggeration and an idiomatic expression typically used to convey contempt or disdain, suggesting the statement is sarcastic.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,4,sarcastic,"The claim is likely sarcastic because it implies Mario, a character known for playing many games, did not play as many games as expected.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because it implies Mario, a character known for playing many games, did not play as many games as expected.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,4,sarcastic,"The claim is sarcastic because it presents a past time when a modern technology did not exist, which is an obvious contradiction.",100,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it presents a past time when a modern technology did not exist, which is an obvious contradiction.\"", \""confidence\"": 100}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,4,sarcastic,"The phrase 'Synical ploy' is a play on words, using 'synical' (a misspelling of 'sycophantic') to imply insincerity, which is a common trait of sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'Synical ploy' is a play on words, using 'synical' (a misspelling of 'sycophantic') to imply insincerity, which is a common trait of sarcasm.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,4,sarcastic,"The phrase 'no you are not ready' is an ironic way of saying 'yes, you are ready', implying that not being level 30 is a reason to not play, which is not true.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is an ironic way of saying 'yes, you are ready', implying that not being level 30 is a reason to not play, which is not true.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,4,sarcastic,"The language used is informal and mocking, implying the opposite of what is stated.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used is informal and mocking, implying the opposite of what is stated.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,4,literal,"The claim states that the title belongs to Joe Warren, which is a straightforward statement without any apparent sarcasm.",80,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim states that the title belongs to Joe Warren, which is a straightforward statement without any apparent sarcasm.\"", \""confidence\"": 80}"""
14,There will be 1 more overlap between port and essenjection next week too,llama-3.2-3b,4,sarcastic,"The phrase 'too' at the end of the sentence implies that the speaker is being sarcastic about the overlap, as they are already stating there will be one next week.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'too' at the end of the sentence implies that the speaker is being sarcastic about the overlap, as they are already stating there will be one next week.\"", \""confidence\"": 90}"""
16,It's a fake according to Aston Martin!,llama-3.2-3b,4,sarcastic,"The claim is sarcastic because it uses a brand name (Aston Martin) to express strong disagreement with the claim, implying the opposite is true.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it uses a brand name (Aston Martin) to express strong disagreement with the claim, implying the opposite is true.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,5,sarcastic,"The claim is likely sarcastic because it describes a person inserting their finger into a trigger guard, which is an implausible and potentially dangerous action. The tone and language used suggest that the claim is being made in a humorous or ironic way.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because it describes a person inserting their finger into a trigger guard, which is an implausible and potentially dangerous action. The tone and language used suggest that the claim is being made in a humorous or ironic way.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,5,sarcastic,"The use of the phrase 'don't know shit' is a clear indication of sarcasm, as it is an idiomatic expression used to convey contempt or mocking tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the phrase 'don't know shit' is a clear indication of sarcasm, as it is an idiomatic expression used to convey contempt or mocking tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,5,sarcastic,"The claim is sarcastic because it implies Mario, a character known for his gaming prowess, did not play as many games, which is unlikely and humorous.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies Mario, a character known for his gaming prowess, did not play as many games, which is unlikely and humorous.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,5,sarcastic,The claim is sarcastic because it expresses surprise at a time when Xbox Live didn,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it expresses surprise at a time when Xbox Live didn\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,5,sarcastic,"The word 'Synical' is misspelled, suggesting that the claim is sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word 'Synical' is misspelled, suggesting that the claim is sarcastic.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,5,sarcastic,"The claim is sarcastic because it uses a high level (lvl 30) as a requirement for being ready, which is an exaggerated and unlikely expectation. The tone is also dismissive.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it uses a high level (lvl 30) as a requirement for being ready, which is an exaggerated and unlikely expectation. The tone is also dismissive.\"", \""confidence\"": 80}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,5,sarcastic,"The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone, implying the speaker is not genuinely expressing a belief but rather mocking or disagreeing.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone, implying the speaker is not genuinely expressing a belief but rather mocking or disagreeing.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,5,literal,The claim is literal because it states a fact about the title belonging to Joe Warren.,100,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it states a fact about the title belonging to Joe Warren.\"", \""confidence\"": 100}"""
14,There will be 1 more overlap between port and essenjection next week too,llama-3.2-3b,5,sarcastic,"The claim is sarcastic because it says there will be '1 more overlap', implying that there will be no overlap at all next week, which is a contradictory statement.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it says there will be '1 more overlap', implying that there will be no overlap at all next week, which is a contradictory statement.\"", \""confidence\"": 80}"""
16,It's a fake according to Aston Martin!,llama-3.2-3b,5,sarcastic,The claim is sarcastic because Aston Martin is a real car manufacturer and it is unlikely they would say their car is fake.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because Aston Martin is a real car manufacturer and it is unlikely they would say their car is fake.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,6,sarcastic,The phrase is highly unlikely to be literal as it describes a highly dangerous and impossible action to be done by hand.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is highly unlikely to be literal as it describes a highly dangerous and impossible action to be done by hand.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,6,sarcastic,"The phrase 'don't know shit' is a hyperbolic expression of disdain, suggesting the Browns are incompetent rather than genuinely unaware.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is a hyperbolic expression of disdain, suggesting the Browns are incompetent rather than genuinely unaware.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,6,sarcastic,"The claim is sarcastic because it states the opposite of what is expected to be true about Mario, implying that he played many games.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it states the opposite of what is expected to be true about Mario, implying that he played many games.\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,6,sarcastic,"The claim is sarcastic because it says 'Amazing' after stating a fact about Xbox Live, which is unlikely to be amazing in itself.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it says 'Amazing' after stating a fact about Xbox Live, which is unlikely to be amazing in itself.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,6,sarcastic,"The claim uses the word 'Synical', which is likely a misspelling of 'Synical', and the phrase 'there must be an election coming up' is a common idiomatic expression used to express skepticism about something, suggesting that the claim is sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses the word 'Synical', which is likely a misspelling of 'Synical', and the phrase 'there must be an election coming up' is a common idiomatic expression used to express skepticism about something, suggesting that the claim is sarcastic.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,6,sarcastic,The phrase 'no you are not ready' is a common sarcastic way to dismiss someone who is not at a certain level.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common sarcastic way to dismiss someone who is not at a certain level.\"", \""confidence\"": 80}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,6,sarcastic,"The claim uses strong profanity and the phrase 'obvs wrong' to express disagreement, indicating sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong profanity and the phrase 'obvs wrong' to express disagreement, indicating sarcasm.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,6,sarcastic,"The title is 'That title belongs to Joe Warren', which is a statement that implies the title does not belong to Joe Warren.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The title is 'That title belongs to Joe Warren', which is a statement that implies the title does not belong to Joe Warren.\"", \""confidence\"": 80}"""
14,There will be 1 more overlap between port and essenjection next week too,llama-3.2-3b,6,sarcastic,"The claim is sarcastic because it says there will be '1 more' overlap, implying that there was previously only one overlap, which is unlikely.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it says there will be '1 more' overlap, implying that there was previously only one overlap, which is unlikely.\"", \""confidence\"": 90}"""
16,It's a fake according to Aston Martin!,llama-3.2-3b,6,sarcastic,"The phrase is likely sarcastic because Aston Martin is a real car manufacturer, so it would be unusual for them to say a claim is fake.",95,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is likely sarcastic because Aston Martin is a real car manufacturer, so it would be unusual for them to say a claim is fake.\"", \""confidence\"": 95}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,7,sarcastic,"The phrase is an example of a common idiomatic expression, and the context implies that the person is being facetious.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is an example of a common idiomatic expression, and the context implies that the person is being facetious.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,7,sarcastic,"The statement uses the word 'shit', a colloquial and derogatory term, which is often used sarcastically to emphasize a point. Additionally, the phrase 'don't know shit' is a common idiomatic expression used to convey contempt or superiority, which is typical of sarcastic statements.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The statement uses the word 'shit', a colloquial and derogatory term, which is often used sarcastically to emphasize a point. Additionally, the phrase 'don't know shit' is a common idiomatic expression used to convey contempt or superiority, which is typical of sarcastic statements.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,7,sarcastic,"The claim is likely sarcastic because it presents a negative statement about Mario, implying he didn't do something he is typically associated with (playing games).",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because it presents a negative statement about Mario, implying he didn't do something he is typically associated with (playing games).\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,7,sarcastic,The claim is sarcastic because it states that there was a time when Xbox Live didn,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it states that there was a time when Xbox Live didn\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,7,sarcastic,"The phrase 'Synical ploy' is likely being used in a mocking tone to describe a plan, and the mention of 'SF' likely refers to San Francisco, which is known for its liberal politics and potential for high-profile elections.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'Synical ploy' is likely being used in a mocking tone to describe a plan, and the mention of 'SF' likely refers to San Francisco, which is known for its liberal politics and potential for high-profile elections.\"", \""confidence\"": 90}"""
